1211,0,15.606936416180167,15.606936416180147,15.606936416180242
1211,1,0.7431874483945684,0.7431874483945972,0.7431874483944765
1211,2,132.0396366639141,132.0396366639141,132.03963666391383
1211,3,40.62758051197358,40.627580511973584,40.62758051197339
1211,4,90.91659785300922,90.91659785300922,90.91659785300902
1211,5,70.355078447564,70.35507844756398,70.3550784475638
1211,6,17.836498761359053,17.83649876135908,17.836498761358946
1211,7,178.61271676300575,178.61271676300575,178.6127167630057
1211,8,155.5739058629184,155.57390586291842,155.57390586291814
1211,9,95.3757225433526,95.37572254335261,95.37572254335261
1211,10,98.10074318744839,98.10074318744839,98.10074318744816
1211,11,57.22543352601635,57.2254335260164,57.225433526016225
1211,12,114.20313790255985,114.20313790255985,114.20313790255958
1211,13,108.25763831544177,108.25763831544175,108.25763831544153
1211,14,40.62758051197358,40.627580511973584,40.62758051197339
1211,15,177.37407101568948,177.37407101568945,177.3740710156892
1211,16,196.20148637489675,196.20148637489677,196.2014863748964
1211,17,138.23286540049065,138.23286540049065,138.23286540049062
1211,18,24.029727497930775,24.029727497930782,24.02972749793064
1211,19,260.3633360858746,260.3633360858746,260.3633360858742
1211,20,70.10734929809593,70.10734929809594,70.10734929809573
1211,21,27.497935590425932,27.497935590425964,27.497935590425822
1211,22,47.06853839801817,47.06853839801817,47.06853839801824
1211,23,36.416184971103064,36.41618497110309,36.41618497110294
1211,24,30.222956234521735,30.222956234521725,30.222956234521803
1211,25,12.386457473167487,12.386457473167486,12.386457473167582
1211,26,61.43682906688688,61.436829066886865,61.43682906688668
1211,27,64.90503715937241,64.90503715937243,64.90503715937245
1211,28,45.33443435178019,45.334434351780224,45.33443435178005
1211,29,60.69364161849711,60.6936416184971,60.6936416184969
1211,30,239.3063583814981,239.3063583814981,239.306358381498
1211,31,1.4863748967747226,1.4863748967746997,1.4863748967748174
1211,32,5.202312138723516,5.202312138723493,5.2023121387236015
1211,33,11.890999174231371,11.890999174231354,11.890999174231458
1211,34,52.51857968620973,52.51857968620973,52.518579686209556
1211,35,18.331957060280757,18.33195706028075,18.331957060280608
1211,36,170.4376548307184,170.43765483071843,170.43765483071834
1211,37,73.82328654004475,73.82328654004478,73.82328654004458
1211,38,28.736581337737405,28.736581337737405,28.73658133773724
1211,39,25.763831544178363,25.763831544178352,25.763831544178206
1211,40,84.97109826589595,84.97109826589596,84.97109826589598
1211,41,32.947976878612714,32.94797687861272,32.9479768786128
1211,42,63.418662262592896,63.4186622625929,63.41866226259294
1211,43,247.23369116433182,247.23369116433182,247.23369116433167
1211,44,102.31213872832849,102.31213872832849,102.31213872832852
1211,45,113.21222130470206,113.21222130470207,113.21222130470183
1211,46,191.74236168455823,191.74236168455818,191.74236168455786
1211,47,18.084227910817507,18.084227910817503,18.08422791081761
1211,48,31.213872832374744,31.213872832374772,31.213872832374634
1211,49,49.54582989265069,49.54582989265069,49.54582989265049
1211,50,15.854665565648233,15.854665565648235,15.854665565648329
1211,51,23.534269199013888,23.53426919901388,23.534269199013973
1211,52,88.68703550783992,88.68703550783994,88.68703550783971
1211,53,24.27745664740365,24.277456647403636,24.277456647403724
1211,54,254.41783649875651,254.41783649875651,254.41783649875612
1211,55,296.0363336085831,296.03633360858316,296.0363336085827
1211,56,128.3236994219653,128.3236994219653,128.32369942196502
1211,57,34.6820809248603,34.682080924860294,34.682080924860365
1211,58,85.21882741536402,85.21882741536402,85.21882741536403
1211,59,42.60941370767478,42.60941370767479,42.60941370767463
1211,60,59.70272502063929,59.7027250206393,59.702725020639114
1211,61,150.1238645747316,150.12386457473164,150.12386457473127
1211,62,57.968620974406114,57.968620974406136,57.96862097440598
1211,63,91.16432700248211,91.1643270024821,91.16432700248211
1211,64,154.58298926506538,154.5829892650654,154.58298926506532
1211,65,14.120561519400646,14.12056151940062,14.120561519400725
1211,66,105.78034682080444,105.78034682080445,105.7803468208042
1211,67,25.516102394710295,25.516102394710305,25.516102394710167
1211,68,52.02312138727842,52.02312138727842,52.02312138727848
1211,69,16.597853014037987,16.59785301403799,16.597853014038083
1211,70,22.295623451688012,22.295623451687995,22.295623451688083
1211,71,57.47316267546999,57.47316267546999,57.47316267546982
1211,72,119.40545004128819,119.40545004128819,119.40545004128793
1211,73,18.33195706028557,18.33195706028556,18.33195706028566
1211,74,115.44178364987611,115.44178364987614,115.44178364987611
1211,75,105.28488852188273,105.28488852188273,105.28488852188246
1211,76,99.33938893476464,99.33938893476463,99.3393889347644
1211,77,217.50619322874138,217.50619322874138,217.50619322874124
1211,78,22.79108175062413,22.791081750624127,22.79108175062421
1211,79,11.890999174240969,11.890999174240992,11.890999174240868
1211,80,107.51445086705202,107.514450867052,107.51445086705178
1211,81,123.1213872832418,123.1213872832418,123.12138728324177
1211,82,99.33938893476464,99.33938893476463,99.3393889347644
1211,83,196.44921552435522,196.4492155243552,196.44921552435486
1211,84,70.60280759702245,70.60280759702245,70.60280759702248
1211,85,141.701073492981,141.701073492981,141.7010734929807
1211,86,52.270850536746494,52.270850536746494,52.27085053674656
1211,87,179.6036333608588,179.60363336085877,179.60363336085848
1211,88,249.21552436003302,249.21552436003302,249.21552436003282
1211,89,124.85549132947496,124.85549132947496,124.85549132947493
1211,90,39.141205615198864,39.14120561519886,39.14120561519893
1211,91,76.05284888521882,76.05284888521884,76.05284888521886
1211,92,196.6969446738281,196.6969446738281,196.696944673828
1211,93,134.51692815854187,134.51692815854187,134.51692815854182
1211,94,116.18497109826589,116.18497109826589,116.18497109826586
