145907,0.1,F13-I20,0,2.226075513854678,2.2260755138546755,2.2260755138546804
145907,0.1,F13-I20,1,1.972489325392291,1.9724893253922964,1.9724893253922877
145907,0.1,F13-I20,2,0.6449313603871701,0.6449313603871675,0.64493136038716
145907,0.1,F13-I20,3,0.07676122461560443,0.07676122461561426,0.07676122461561655
145907,0.1,F13-I20,4,0.13501751115431027,0.1350175111543076,0.13501751115429905
145907,0.1,F13-I20,5,0.3296620450011981,0.32966204500120033,0.3296620450011942
145907,0.1,F13-I20,6,0.3447401426935789,0.34474014269356934,0.34474014269357367
145907,0.1,F13-I20,7,0.6154605330793731,0.6154605330793815,0.6154605330793756
145907,0.1,F13-I20,8,1.279582199620235,1.2795821996202383,1.2795821996202323
145907,0.1,F13-I20,9,1.5270000753905697,1.5270000753905633,1.5270000753905615
145907,0.1,F13-I20,10,0.5339017319252077,0.5339017319252011,0.5339017319252025
145907,0.1,F13-I20,11,0.4633088200018268,0.4633088200018366,0.4633088200018267
145907,0.1,F13-I20,12,1.309053026928032,1.3090530269280243,1.3090530269280345
145907,0.1,F13-I20,13,0.5393846765404667,0.5393846765404744,0.5393846765404688
145907,0.1,F13-I20,14,0.5270480511557916,0.527048051155791,0.5270480511557931
145907,0.1,F13-I20,15,1.0534107342349042,1.0534107342349117,1.053410734234912
145907,0.1,F13-I20,16,0.2576983969241546,0.2576983969241646,0.25769839692415186
145907,0.1,F13-I20,17,0.16997128307765166,0.16997128307764856,0.16997128307764978
145907,0.1,F13-I20,18,0.8992029169266166,0.8992029169266209,0.899202916926616
145907,0.1,F13-I20,19,1.4180265511592536,1.418026551159245,1.418026551159245
145907,0.1,F13-I20,20,0.058256286538610695,0.05825628653861985,0.05825628653861188
145907,0.1,F13-I20,21,0.26660818192400754,0.26660818192400204,0.26660818192400815
145907,0.1,F13-I20,22,0.46810639654021646,0.4681063965402069,0.4681063965402068
145907,0.1,F13-I20,23,0.1960152700008358,0.19601527000084584,0.19601527000084415
145907,0.1,F13-I20,24,0.5051162726942039,0.5051162726941957,0.5051162726941986
145907,0.1,F13-I20,25,0.2309690419238919,0.23096904192389278,0.23096904192389475
145907,0.1,F13-I20,26,0.5414407807713981,0.5414407807714039,0.5414407807714099
145907,0.1,F13-I20,27,0.829295373080048,0.8292953730800493,0.829295373080056
145907,0.1,F13-I20,28,0.7737805588490477,0.7737805588490538,0.7737805588490594
145907,0.1,F13-I20,29,2.182897325008353,2.1828973250083505,2.1828973250083425
145907,0.1,F13-I20,30,0.3419986703858543,0.3419986703858592,0.34199867038585224
145907,0.1,F13-I20,31,0.5476090934637358,0.5476090934637394,0.547609093463739
145907,0.1,F13-I20,32,0.26043986923168894,0.2604398692316787,0.2604398692316791
145907,0.1,F13-I20,33,0.4715332369248104,0.4715332369248201,0.4715332369248144
145907,0.1,F13-I20,34,0.7758366630799981,0.7758366630800079,0.7758366630800007
145907,0.1,F13-I20,35,0.9595153076960636,0.9595153076960602,0.9595153076960631
145907,0.1,F13-I20,36,1.2405162192355825,1.2405162192355894,1.240516219235582
145907,0.1,F13-I20,37,1.5592123750060916,1.5592123750060962,1.5592123750061027
145907,0.1,F13-I20,38,1.2350332746200572,1.2350332746200465,1.235033274620051
145907,0.1,F13-I20,39,0.11788330923126443,0.11788330923126625,0.11788330923126099
145907,0.1,F13-I20,40,0.20903726346230422,0.20903726346229745,0.20903726346230014
145907,0.1,F13-I20,41,1.0869937700040884,1.086993770004079,1.0869937700040844
145907,0.1,F13-I20,42,0.9300444803882856,0.9300444803882865,0.9300444803882963
145907,0.1,F13-I20,43,1.3933533003899221,1.3933533003899148,1.3933533003899112
145907,0.1,F13-I20,44,0.954717731157598,0.9547177311576042,0.9547177311575947
145907,0.1,F13-I20,45,2.2048291034699408,2.2048291034699465,2.2048291034699368
145907,0.1,F13-I20,46,1.572234368467541,1.5722343684675355,1.572234368467541
145907,0.1,F13-I20,47,1.1507330011583385,1.1507330011583277,1.1507330011583332
145907,0.1,F13-I20,48,0.008909784999967087,0.008909784999972184,0.008909784999979796
145907,0.1,F13-I20,49,1.8676280096226474,1.8676280096226534,1.867628009622659
145907,0.1,F13-I20,50,0.20629579115456056,0.20629579115456284,0.20629579115456104
145907,0.1,F13-I20,51,0.8998882850034098,0.8998882850034016,0.899888285003414
145907,0.1,F13-I20,52,0.7614439334643915,0.761443933464395,0.7614439334644014
145907,0.1,F13-I20,53,0.2350812503855644,0.23508125038556824,0.2350812503855651
145907,0.1,F13-I20,54,1.1322280630813446,1.1322280630813455,1.132228063081346
145907,0.1,F13-I20,55,1.1356549034659578,1.1356549034659584,1.1356549034659535
145907,0.1,F13-I20,56,0.11034426038499794,0.1103442603849899,0.11034426038500066
145907,0.1,F13-I20,57,1.0253106430807886,1.025310643080785,1.0253106430807764
145907,0.1,F13-I20,58,0.7436243634644765,0.7436243634644751,0.7436243634644772
145907,0.1,F13-I20,59,0.5215651065405326,0.52156510654053,0.5215651065405269
145907,0.1,F13-I20,60,0.3029326900012017,0.3029326900012103,0.3029326900012019
145907,0.1,F13-I20,61,1.1644403626968665,1.1644403626968658,1.1644403626968693
145907,0.1,F13-I20,62,1.3028847142356945,1.3028847142356885,1.3028847142356879
145907,0.1,F13-I20,63,0.9985812880807162,0.998581288080709,0.9985812880807136
145907,0.1,F13-I20,64,0.5832482334638514,0.5832482334638488,0.5832482334638522
145907,0.1,F13-I20,65,0.1884762211546454,0.18847622115464296,0.18847622115463677
